SchoolYear,OrganizationLevel,County,ESDOrganizationId,ESDName,DistrictOrganizationId,DistrictCode,DistrictName,StudentCount_OrganizationTotal,LanguageName,StudentCount_PrimaryLanguage,StudentCount_LanguageSpokenAtHome,StudentCount_PreferredFamilyLanguage,DataAsOf
2024-25,District,Lewis,100004,Capital Region ESD 113,100161,21014,Napavine School District,906,Cambodian,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100161,21014,Napavine School District,906,English,850,857,881,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100161,21014,Napavine School District,906,German,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100161,21014,Napavine School District,906,Korean,3,3,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100161,21014,Napavine School District,906,Pilipino/Filipino,2,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100161,21014,Napavine School District,906,Spanish,49,45,44,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100184,21300,Onalaska School District,997,Chinese-Mandarin,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100184,21300,Onalaska School District,997,English,937,939,963,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100184,21300,Onalaska School District,997,French,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100184,21300,Onalaska School District,997,Russian,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100184,21300,Onalaska School District,997,Spanish,55,56,38,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100184,21300,Onalaska School District,997,Unknown,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100198,21301,Pe Ell School District,294,English,290,294,294,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100198,21301,Pe Ell School District,294,French,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100198,21301,Pe Ell School District,294,Spanish,3,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100267,21237,Toledo School District,960,Amharic,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100267,21237,Toledo School District,960,English,935,935,950,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100267,21237,Toledo School District,960,German,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100267,21237,Toledo School District,960,"Hebrew, Modern",1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100267,21237,Toledo School District,960,Punjabi,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100267,21237,Toledo School District,960,Russian,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100267,21237,Toledo School District,960,Spanish,18,21,10,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100267,21237,Toledo School District,960,Unknown,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100293,21303,White Pass School District,441,English,438,438,438,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100293,21303,White Pass School District,441,German,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100293,21303,White Pass School District,441,Russian,0,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100293,21303,White Pass School District,441,Spanish,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100299,21232,Winlock School District,896,Danish,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100299,21232,Winlock School District,896,English,813,818,839,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100299,21232,Winlock School District,896,Russian,1,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100299,21232,Winlock School District,896,Spanish,81,76,61,2025 Oct 30 12:00:00 AM
2024-25,District,Lewis,100004,Capital Region ESD 113,100299,21232,Winlock School District,896,Vietnamese,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100012,22017,Almira School District,141,English,139,140,140,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100012,22017,Almira School District,141,Spanish,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100012,22017,Almira School District,141,Unknown,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100060,22073,Creston School District,81,English,81,81,81,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100065,22207,Davenport School District,735,Danish,0,0,2,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100065,22207,Davenport School District,735,English,727,732,733,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100065,22207,Davenport School District,735,French,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100065,22207,Davenport School District,735,German,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100065,22207,Davenport School District,735,Korean,2,0,2,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100065,22207,Davenport School District,735,Spanish,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100065,22207,Davenport School District,735,Unknown,2,2,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100103,22204,Harrington School District,140,English,140,140,140,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100180,22105,Odessa School District,233,English,228,230,231,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100180,22105,Odessa School District,233,Spanish,5,3,5,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100215,22009,Reardan-Edwall School District,781,English,749,759,777,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100215,22009,Reardan-Edwall School District,781,Russian,27,18,4,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100215,22009,Reardan-Edwall School District,781,Spanish,1,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100215,22009,Reardan-Edwall School District,781,Unknown,4,4,0,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100248,22008,Sprague School District,64,English,64,64,64,2025 Oct 30 12:00:00 AM
2024-25,District,Lincoln,100001,Educational Service District 101,100296,22200,Wilbur School District,250,English,250,250,250,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100099,23054,Grapeview School District,243,English,236,237,237,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100099,23054,Grapeview School District,243,Korean,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100099,23054,Grapeview School District,243,Q'anjob'al,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100099,23054,Grapeview School District,243,Spanish,4,5,6,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100107,23404,Hood Canal School District,363,Chinese-Unspecified,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100107,23404,Hood Canal School District,363,English,335,336,340,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100107,23404,Hood Canal School District,363,Q'anjob'al,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100107,23404,Hood Canal School District,363,Spanish,24,25,26,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100107,23404,Hood Canal School District,363,Unknown,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,American Sign Language,3,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Arabic,1,3,2,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Bosnian,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Cebuano,0,0,3,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Chinese-Cantonese,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Chinese-Mandarin,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Dari,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,English,899,903,925,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Hindi,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Korean,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Marshallese,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Pashto,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Russian,4,5,1,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Spanish,21,19,18,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Urdu,2,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100140,23311,Mary M Knight School District,940,Vietnamese,2,2,1,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Chinese-Unspecified,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Chippewa,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,English,2010,2019,2059,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Italian,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Japanese,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Kanjobal,9,4,2,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Khmer,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Maya-Quiche,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Q'anjob'al,114,54,132,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Russian,1,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Samoan,3,3,2,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Spanish,416,475,391,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Tagalog,2,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Vietnamese,2,1,3,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100005,Olympic Educational Service District 114,100170,23403,North Mason School District,2566,Visayan,3,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100200,23402,Pioneer School District,829,English,739,746,760,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100200,23402,Pioneer School District,829,Q'anjob'al,8,7,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100200,23402,Pioneer School District,829,Spanish,70,68,70,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100200,23402,Pioneer School District,829,Tagalog,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100200,23402,Pioneer School District,829,Unknown,11,7,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,American Sign Language,1,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Burmese,0,0,1,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Chinese-Cantonese,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,English,3423,3463,3541,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Italian,2,0,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Khmer,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Korean,0,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Mam,434,298,204,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,"Nahuatl, Guerrero region",1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Pilipino/Filipino,2,1,2,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Portuguese,3,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Punjabi,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Q'anjob'al,150,105,41,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Russian,4,2,2,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Samoan,1,2,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Spanish,919,1065,1315,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Tagalog,2,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Tedim,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100235,23309,Shelton School District,4945,Ukrainian,0,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100246,23042,Southside School District,223,Chinese-Unspecified,1,1,1,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100246,23042,Southside School District,223,English,196,195,198,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100246,23042,Southside School District,223,Pilipino/Filipino,1,1,0,2025 Oct 30 12:00:00 AM
2024-25,District,Mason,100004,Capital Region ESD 113,100246,23042,Southside School District,223,Spanish,24,26,25,2025 Oct 30 12:00:00 AM
